"","indic_is.ind_type.unit.geo.time","X2017","X2016","X2015","X2014","X2013","X2012","X2011","X2010","X2009","X2008","X2007","X2006","X2005","X2004","X2003","X2002"
"656","I_B3_12,EMPL_UNE,PC_IND_ILT12,EU28","11 ","12 ","13 ","12 ","12 ","13 ","13 ","13 ","13 ","13 ","12 ",": ",": ",": ",": ",": "
"657","I_B3_12,EMPL_UNE,PC_IND_ILT12,FI","14 ","20 ","22 ","17 ","18 ","21 ","18 ","20 ","20 ","22 ","19 ","18 ",": ",": ",": ",": "
"658","I_B3_12,EMPL_UNE,PC_IND_ILT12,FR","14 ","15 ","17 ","15 ","17 ","17 ","17 ","18 ","16 ","18 ","13 ",": u",": ",": ",": ",": "
"659","I_B3_12,EMPL_UNE,PC_IND_ILT12,HR","12 ","12 ","8 ","9 ","11 ","11 ","9 ","8 ","9 ","4 ","8 ",": ",": ",": ",": ",": "
"660","I_B3_12,EMPL_UNE,PC_IND_ILT12,HU","17 ","15 ","18 ","17 ","17 ","16 ","15 ","13 ","12 ","10 ","9 ","6 ",": ",": ",": ",": "
"661","I_B3_12,EMPL_UNE,PC_IND_ILT12,IE","11 ","22 ","9 ","9 ","11 ","14 ","12 ","13 ","12 ","10 ","12 ","13 ",": ",": ",": ",": "
"662","I_B3_12,EMPL_UNE,PC_IND_ILT12,IS","19 ",": ",": ","19 ","21 ","20 ","19 ","17 ","20 ",": u","19 ","21 ",": ",": ",": ",": "
"663","I_B3_12,EMPL_UNE,PC_IND_ILT12,IT","13 ","13 ","13 ","12 ","10 ","10 ","9 ","11 ","10 ","10 ","8 ","9 ",": ",": ",": ",": "
"664","I_B3_12,EMPL_UNE,PC_IND_ILT12,LT","12 ","13 ","13 ","11 ","10 ","9 ","8 ","7 ","4 ","3 ","4 ","4 ",": ",": ",": ",": "
"665","I_B3_12,EMPL_UNE,PC_IND_ILT12,LU","10 ","9 ","13 ","12 ","11 ","9 ","13 ","13 ","13 ","16 ","12 ","12 ",": ",": ",": ",": "
"666","I_B3_12,EMPL_UNE,PC_IND_ILT12,LV","16 ","17 b","14 ","14 ","15 ","14 ","15 ","13 ","16 ","11 ","9 ","6 ",": ",": ",": ",": "
"667","I_B3_12,EMPL_UNE,PC_IND_ILT12,ME","7 ",": ",": ",": ",": ","5 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"668","I_B3_12,EMPL_UNE,PC_IND_ILT12,MK","6 ","5 ","5 ","5 ","3 ","4 ",": ",": u",": u",": u",": ",": u",": ",": ",": ",": "
"669","I_B3_12,EMPL_UNE,PC_IND_ILT12,MT","12 ","11 ","10 ","7 ","12 ","9 ","15 ","9 ","11 ","13 ","11 ","11 ",": ",": ",": ",": "
"670","I_B3_12,EMPL_UNE,PC_IND_ILT12,NL","10 ","12 ","13 ","12 ","14 ","13 ","16 ","16 ","16 ","16 ","15 ","15 ",": ",": ",": ",": "
"671","I_B3_12,EMPL_UNE,PC_IND_ILT12,NO","14 ","17 ","15 ","17 ","17 ","14 ","17 ","19 ","18 ","19 ","18 ","17 ",": ",": ",": ",": "
"672","I_B3_12,EMPL_UNE,PC_IND_ILT12,PL","15 ","15 ","19 ","14 ","14 ","15 ","15 ","14 ","9 ","12 ","9 ","8 ",": ",": ",": ",": "
"673","I_B3_12,EMPL_UNE,PC_IND_ILT12,PT","11 ","11 ","12 ","14 ","16 ","15 ","15 ",": u",": u",": u",": u",": u",": ",": ",": ",": "
"674","I_B3_12,EMPL_UNE,PC_IND_ILT12,RO","8 ","7 ","5 ","7 b","7 ","5 ","5 ","3 ",": u","4 ","4 ","2 ",": ",": ",": ",": "
"675","I_B3_12,EMPL_UNE,PC_IND_ILT12,RS","13 ",": ","12 ",": ",": ",": ",": ",": ","5 ",": ","3 ",": ",": ",": ",": ",": "
"676","I_B3_12,EMPL_UNE,PC_IND_ILT12,SE","14 ","13 b","17 ","14 ","15 ","16 ","19 ","17 ","20 ","18 ","18 ","19 ",": ",": ",": ",": "
"677","I_B3_12,EMPL_UNE,PC_IND_ILT12,SI","14 ","14 ","15 ","15 ","16 ","15 ","15 ","14 ","14 ","10 ","11 ","10 ",": ",": ",": ",": "
"678","I_B3_12,EMPL_UNE,PC_IND_ILT12,SK","15 ","20 ","20 ","21 ","19 ","19 ","18 ","19 ","16 ","13 ","10 ","8 ",": ",": ",": ",": "
"679","I_B3_12,EMPL_UNE,PC_IND_ILT12,TR","9 ","9 ","10 ","10 ","7 ","6 ",": ","5 ","4 ","3 ","3 ",": ",": ",": ",": ",": "
"680","I_B3_12,EMPL_UNE,PC_IND_ILT12,UK","5 ","5 ","5 ","7 ","7 ","10 ","8 ","8 ",": u",": u",": u",": u",": ",": ",": ",": "
"681","I_B3_12,F_I0_2,PC_IND,AT","3 ","3 ","4 ","6 ","5 ","8 ","5 ","6 ","4 ","4 ",": u","3 ","2 ","2 ",": ",": "
"682","I_B3_12,F_I0_2,PC_IND,BE","9 ","7 ","11 ","9 ","7 ","6 ","6 ","5 ","4 ","3 ","3 ","2 ","2 ",": ",": ",": "
"683","I_B3_12,F_I0_2,PC_IND,BG","2 ","2 ","1 ","2 ","1 ","0 ","0 n","1 ",": u",": u",": u",": ",": ","0 n",": ",": "
"684","I_B3_12,F_I0_2,PC_IND,CH","7 b",": ",": ","10 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"685","I_B3_12,F_I0_2,PC_IND,CY","3 ","1 ","1 ","1 ","1 ","1 ","1 ","0 n","0 n","0 n","0 ","0 n","0 n","0 n",": ",": "
"686","I_B3_12,F_I0_2,PC_IND,CZ","11 ","9 ","12 ","7 ","7 ","8 ","7 ","6 ","5 ","5 ","2 ","2 ",": u","0 n",": ",": "
"687","I_B3_12,F_I0_2,PC_IND,DE","8 ","11 ","10 ","9 ","8 ","9 ","10 ","9 ","8 ","8 ","8 ","8 ",": u",": u",": ",": "
"688","I_B3_12,F_I0_2,PC_IND,DK","13 b","12 ",": u","12 ","13 ","12 ","12 ","12 ","10 ","10 ","10 ","19 ","15 ","13 ",": ",": "
"689","I_B3_12,F_I0_2,PC_IND,EA","7 ","7 ","7 ","6 ","6 ","6 ","5 ","5 ","4 ","4 ","3 ","3 ","2 ",": ",": ",": "
"690","I_B3_12,F_I0_2,PC_IND,EE","9 ","8 ","10 ","11 b","4 ","2 ","4 ","3 ","2 ","1 ",": u",": u",": u","1 ",": ",": "
"691","I_B3_12,F_I0_2,PC_IND,EL","2 ","2 ","1 ","3 ","1 ","0 n","0 ","0 n","0 n","0 n","0 n","0 ","0 ","0 n",": ",": "
"692","I_B3_12,F_I0_2,PC_IND,ES","6 ","5 ","4 ","3 ","3 ","3 ","3 ","2 ","2 ","1 ","2 ","1 ","1 ","1 ",": ",": "
"693","I_B3_12,F_I0_2,PC_IND,EU15","7 ","7 ","6 ","6 ","6 ","6 ","5 ","6 ","4 ","4 ","3 ","3 ","3 ","3 ",": ",": "
"694","I_B3_12,F_I0_2,PC_IND,EU25",": ",": ",": ",": ",": ",": ",": ","5 ","4 ","4 ","3 ","3 ","2 ","2 ",": ",": "
"695","I_B3_12,F_I0_2,PC_IND,EU27","7 ","6 ","6 ","6 ","6 ","5 ","5 ","5 ","4 ","4 ","3 ","3 ","2 ","2 ",": ",": "
"696","I_B3_12,F_I0_2,PC_IND,EU28","7 ","6 ","6 ","6 ","6 ","5 ","5 ","5 ","4 ","4 ","3 ",": ",": ",": ",": ",": "
"697","I_B3_12,F_I0_2,PC_IND,FI","11 ","17 ","15 ","13 ","17 ","15 ","13 ","14 ","12 ","11 ","9 ","11 ","8 ","6 ",": ",": "
"698","I_B3_12,F_I0_2,PC_IND,FR","11 ","9 ","12 ","10 ","11 ","11 ","7 ","11 ","5 ","7 ","3 ",": u",": ",": ",": ",": "
"699","I_B3_12,F_I0_2,PC_IND,HR","0 ","1 ","1 ","3 ","4 ","3 ","0 n","2 ","2 ","0 n","0 n",": ",": ",": ",": ",": "
"700","I_B3_12,F_I0_2,PC_IND,HU","4 ","5 ","4 ","3 ","2 ","2 ","2 ","3 ","3 ","2 ","1 ","0 n","1 ","0 ",": ",": "
"701","I_B3_12,F_I0_2,PC_IND,IE","7 ","15 ","3 ","5 ","5 ","5 ","3 ","3 ","3 ","2 ","2 ","2 ","3 ","1 ",": ",": "
"702","I_B3_12,F_I0_2,PC_IND,IS","20 ",": ",": ","15 ","16 ","14 ","13 ","14 ","10 ","11 ","11 ","13 ","11 ","7 ",": ",": "
"703","I_B3_12,F_I0_2,PC_IND,IT","4 ","4 ","3 ","2 ","2 ","2 ","1 ","1 ","1 ","1 ","1 ","1 ","0 n",": ",": ",": "
"704","I_B3_12,F_I0_2,PC_IND,LT","6 ","5 ","7 ","3 ","3 ","2 ","2 ","2 ","1 ","1 ","0 n","1 ","0 n","0 n",": ",": "
"705","I_B3_12,F_I0_2,PC_IND,LU","14 ","11 ","21 ","8 ","10 ","6 ","9 ","11 ","10 ","7 ","5 ","3 ","7 ","3 ",": ",": "
"706","I_B3_12,F_I0_2,PC_IND,LV","10 ","7 b","3 ","7 ","4 ","6 ","3 ","3 ","3 ","2 ","2 ","1 ","1 ",": u",": ",": "
"707","I_B3_12,F_I0_2,PC_IND,ME",": u",": ",": ",": ",": ","0 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"708","I_B3_12,F_I0_2,PC_IND,MK","0 n","1 ","1 ","2 ","1 ","1 ",": ",": u","0 ","0 ",": ","0 ",": ",": u",": ",": "
"709","I_B3_12,F_I0_2,PC_IND,MT","5 ","6 ","6 ","4 ","6 ","4 ","5 ","2 ","4 ","3 ","2 ","5 ","1 ",": ",": ",": "
"710","I_B3_12,F_I0_2,PC_IND,NL","13 ","11 ","11 ","12 ","10 ","12 ","14 ","13 ","11 ","11 ","9 ","7 ","7 ",": ",": ",": "
"711","I_B3_12,F_I0_2,PC_IND,NO","10 ","18 ","13 ","17 ","12 ","14 ","21 ","19 ","17 ","16 ","13 ","9 ","7 ","9 ",": ",": "
"712","I_B3_12,F_I0_2,PC_IND,PL","7 ","7 ","6 ","5 ","6 ","5 ","5 ","4 ","2 ","2 ","2 ","1 ","1 ","0 n",": ",": "
"713","I_B3_12,F_I0_2,PC_IND,PT","3 ","2 ","3 ","4 ","3 ","3 ","1 ",": u",": u",": u",": u",": u",": u",": u",": ",": "
"714","I_B3_12,F_I0_2,PC_IND,RO","2 ","1 ","1 ","1 b","1 ","1 ","0 n","0 n",": u","0 n","0 n",": u",": ",": ",": ",": "
"715","I_B3_12,F_I0_2,PC_IND,RS","5 ",": ","1 ",": ",": ",": ",": ",": ","1 ",": ","1 ",": ",": ",": ",": ",": "
"716","I_B3_12,F_I0_2,PC_IND,SE","21 ","13 b","9 ","16 ","16 ","15 ","14 ","12 ","11 ","13 ","11 ","10 ","10 ","10 ",": ",": "
"717","I_B3_12,F_I0_2,PC_IND,SI","5 ","8 ","6 ","5 ","6 ","4 ","2 ","4 ","5 ","1 ","4 ","2 ","0 ",": u",": ",": "
"718","I_B3_12,F_I0_2,PC_IND,SK","7 ","8 ","8 ","13 ","8 ","12 ","9 ","5 ","9 ","5 ","2 ","1 ","1 ","1 ",": ",": "
"719","I_B3_12,F_I0_2,PC_IND,TR","2 ","2 ","1 ","1 ","1 ","0 n",": ","0 n","0 n","0 n","0 n",": ","0 n","0 n",": ",": "
"720","I_B3_12,F_I0_2,PC_IND,UK","9 ","2 ","4 ","4 ","7 ","3 ","5 ","5 ",": u",": u",": u",": u",": u",": u",": ",": "
"721","I_B3_12,F_I0_2,PC_IND_ILT12,AT","6 ","5 ","9 ","12 ","10 ","15 ","10 ","14 ","10 ","9 ",": u","10 ","7 ","7 ",": ",": "
"722","I_B3_12,F_I0_2,PC_IND_ILT12,BE","12 ","10 ","18 ","13 ","12 ","10 ","10 ","10 ","8 ","7 ","7 ","6 ","6 ",": ",": ",": "
"723","I_B3_12,F_I0_2,PC_IND_ILT12,BG","5 ","7 ","5 ","7 ","4 ","0 ","3 ","4 ",": u",": u",": u",": ",": ","1 ",": ",": "
"724","I_B3_12,F_I0_2,PC_IND_ILT12,CH","8 b",": ",": ","13 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"725","I_B3_12,F_I0_2,PC_IND_ILT12,CY","5 ","3 ","2 ","2 ","3 ","3 ","3 ","1 ","2 ","2 ","0 ","4 ","3 ","3 ",": ",": "
"726","I_B3_12,F_I0_2,PC_IND_ILT12,CZ","19 ","16 ","19 ","14 ","14 ","16 ","14 ","14 ","13 ","12 ","6 ","6 ",": u","2 ",": ",": "
"727","I_B3_12,F_I0_2,PC_IND_ILT12,DE","10 ","14 ","12 ","12 ","12 ","14 ","15 ","15 ","14 ","13 ","14 ","14 ",": u",": u",": ",": "
"728","I_B3_12,F_I0_2,PC_IND_ILT12,DK","14 b","13 ",": u","13 ","15 ","14 ","14 ","15 ","13 ","14 ","15 ","26 ","22 ","20 ",": ",": "
"729","I_B3_12,F_I0_2,PC_IND_ILT12,EA","11 ","11 ","12 ","11 ","11 ","12 ","11 ","13 ","11 ","11 ","10 ","9 ","9 ",": ",": ",": "
"730","I_B3_12,F_I0_2,PC_IND_ILT12,EE","12 ","11 ","14 ","17 b","7 ","3 ","8 ","5 ","4 ","1 ",": u",": u",": u","2 ",": ",": "
"731","I_B3_12,F_I0_2,PC_IND_ILT12,EL","7 ","7 ","6 ","12 ","4 ","2 ","0 ","4 ","4 ","2 ","3 ","0 ","0 ","3 ",": ",": "
"732","I_B3_12,F_I0_2,PC_IND_ILT12,ES","8 ","8 ","7 ","6 ","6 ","6 ","7 ","6 ","7 ","5 ","7 ","4 ","3 ","3 ",": ",": "
"733","I_B3_12,F_I0_2,PC_IND_ILT12,EU15","11 ","11 ","11 ","11 ","12 ","11 ","11 ","13 ","11 ","11 ","10 ","10 ","10 ","10 ",": ",": "
"734","I_B3_12,F_I0_2,PC_IND_ILT12,EU25",": ",": ",": ",": ",": ",": ",": ","13 ","10 ","11 ","10 ","9 ","9 ","9 ",": ",": "
"735","I_B3_12,F_I0_2,PC_IND_ILT12,EU27","11 ","11 ","11 ","11 ","11 ","11 ","11 ","12 ","10 ","10 ","10 ","9 ","9 ","9 ",": ",": "
"736","I_B3_12,F_I0_2,PC_IND_ILT12,EU28","11 ","11 ","11 ","11 ","11 ","11 ","11 ","12 ","10 ","10 ","10 ",": ",": ",": ",": ",": "
"737","I_B3_12,F_I0_2,PC_IND_ILT12,FI","13 ","20 ","18 ","16 ","21 ","20 ","18 ","20 ","18 ","18 ","16 ","18 ","14 ","12 ",": ",": "
"738","I_B3_12,F_I0_2,PC_IND_ILT12,FR","16 ","13 ","17 ","15 ","18 ","17 ","13 ","23 ","11 ","16 ","7 ",": u",": ",": ",": ",": "
"739","I_B3_12,F_I0_2,PC_IND_ILT12,HR",": u","3 ","3 ","7 ","15 ","14 ","2 ","8 ","10 ","4 ","2 ",": ",": ",": ",": ",": "
"740","I_B3_12,F_I0_2,PC_IND_ILT12,HU","8 ","11 ","10 ","7 ","5 ","6 ","6 ","7 ","9 ","4 ","3 ","2 ","6 ","0 ",": ",": "
"741","I_B3_12,F_I0_2,PC_IND_ILT12,IE","12 ","25 ","5 ","9 ","9 ","9 ","7 ","7 ","8 ","5 ","7 ","9 ","12 ","5 ",": ",": "
"742","I_B3_12,F_I0_2,PC_IND_ILT12,IS","21 ",": ",": ","16 ","17 ","15 ","15 ","16 ","12 ","14 ","14 ","17 ","13 ","9 ",": ",": "
"743","I_B3_12,F_I0_2,PC_IND_ILT12,IT","9 ","8 ","8 ","7 ","6 ","5 ","4 ","5 ","5 ","5 ","5 ","5 ","3 ",": ",": ",": "
"744","I_B3_12,F_I0_2,PC_IND_ILT12,LT","10 ","9 ","14 ","5 ","8 ","6 ","4 ","5 ","1 ","2 ","1 ","3 ","1 ","0 n",": ",": "
"745","I_B3_12,F_I0_2,PC_IND_ILT12,LU","15 ","12 ","23 ","9 ","14 ","9 ","12 ","15 ","15 ","13 ","9 ","8 ","15 ","9 ",": ",": "
"746","I_B3_12,F_I0_2,PC_IND_ILT12,LV","16 ","12 b","6 ","13 ","7 ","11 ","6 ","6 ","7 ","4 ","5 ","3 ","2 ",": u",": ",": "
"747","I_B3_12,F_I0_2,PC_IND_ILT12,ME",": u",": ",": ",": ",": ",": u",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"748","I_B3_12,F_I0_2,PC_IND_ILT12,MK","1 ","2 ","3 ","4 ","1 ","3 ",": ",": u","0 ","0 ",": ","0 ",": ",": u",": ",": "
"749","I_B3_12,F_I0_2,PC_IND_ILT12,MT","8 ","10 ","10 ","7 ","11 ","9 ","10 ","6 ","10 ","11 ","8 ","11 ","7 ",": ",": ",": "
"750","I_B3_12,F_I0_2,PC_IND_ILT12,NL","15 ","13 ","13 ","15 ","12 ","14 ","18 ","18 ","16 ","16 ","14 ","12 ","13 ",": ",": ",": "
"751","I_B3_12,F_I0_2,PC_IND_ILT12,NO","10 ","19 ","13 ","19 ","14 ","16 ","25 ","25 ","21 ","21 ","17 ","19 ","22 ","23 ",": ",": "
"752","I_B3_12,F_I0_2,PC_IND_ILT12,PL","13 ","13 ","13 ","13 ","15 ","15 ","12 ","11 ","6 ","7 ","6 ","4 ","2 ","1 ",": ",": "
"753","I_B3_12,F_I0_2,PC_IND_ILT12,PT","7 ","5 ","7 ","10 ","9 ","8 ","4 ",": u",": u",": u",": u",": u",": u",": u",": ",": "
"754","I_B3_12,F_I0_2,PC_IND_ILT12,RO","4 ","4 ","3 ","4 b","3 ","3 ","2 ","2 ",": u","2 ","2 ",": u",": ",": ",": ",": "
"755","I_B3_12,F_I0_2,PC_IND_ILT12,RS","12 ",": ","3 ",": ",": ",": ",": ",": ","5 ",": ","5 ",": ",": ",": ",": ",": "
"756","I_B3_12,F_I0_2,PC_IND_ILT12,SE","22 ","16 b","11 ","19 ","18 ","18 ","17 ","15 ","15 ","18 ","17 ","13 ","15 ","13 ",": ",": "
"757","I_B3_12,F_I0_2,PC_IND_ILT12,SI","11 ","20 ","16 ","12 ","16 ","10 ","9 u","10 ","14 ","3 ","17 ","9 ","0 ",": u",": ",": "
"758","I_B3_12,F_I0_2,PC_IND_ILT12,SK","12 ","16 ","14 ","20 ","16 ","23 ","18 ","9 ","14 ","12 ","5 ","4 ","2 ","5 ",": ",": "
"759","I_B3_12,F_I0_2,PC_IND_ILT12,TR","5 ","4 ","5 ","4 ","3 ","2 ",": ","1 ","1 ","2 ","0 n",": ","0 n","1 ",": ",": "
"760","I_B3_12,F_I0_2,PC_IND_ILT12,UK","12 ","2 ","6 ","7 ","12 ","6 ","9 ","10 ",": u",": u",": u",": u",": u",": u",": ",": "
"761","I_B3_12,F_I3_4,PC_IND,AT","9 ","12 ","11 ","9 ","9 ","9 ","10 ","12 ","9 ","10 ","8 ","8 ","7 ","6 ",": ",": "
"762","I_B3_12,F_I3_4,PC_IND,BE","12 ","12 ","12 ","14 ","13 ","13 ","13 ","12 ","12 ","6 ","7 ","5 ","4 ",": ",": ",": "
"763","I_B3_12,F_I3_4,PC_IND,BG","6 ","5 ","7 ","6 ","4 ","3 ","2 ","2 ","1 ","0 n","1 ","0 n",": ","0 n",": ",": "
"764","I_B3_12,F_I3_4,PC_IND,CH","5 b",": ",": ","6 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"765","I_B3_12,F_I3_4,PC_IND,CY","6 ","8 ","4 ","3 ","4 ","3 ","3 ","3 ","3 ","1 ","1 ","1 ","1 ","0 n",": ",": "
"766","I_B3_12,F_I3_4,PC_IND,CZ","20 ","20 b","18 ","18 ","15 ","15 ","12 ","12 ","10 ","8 ","7 ","5 ","2 ","1 ",": ",": "
"767","I_B3_12,F_I3_4,PC_IND,DE","8 ","9 ","9 ","9 ","9 ","10 ","9 ","11 ","11 ","11 ","10 ","11 ","11 ","9 ",": ",": "
"768","I_B3_12,F_I3_4,PC_IND,DK","11 b","10 ",": u","13 ","13 ","14 ","15 ","16 ","18 ","12 ","14 ","26 ","21 ","22 ",": ",": "
"769","I_B3_12,F_I3_4,PC_IND,EA","10 ","12 ","11 ","11 ","11 ","11 ","10 ","11 ","10 ","10 ","9 ","8 ","7 ",": ",": ",": "
"770","I_B3_12,F_I3_4,PC_IND,EE","11 ","11 ","14 ","11 b","5 ","6 ","5 ","4 ","4 ","3 ",": u","2 ",": u","2 ",": ",": "
"771","I_B3_12,F_I3_4,PC_IND,EL","6 ","10 ","8 ","6 ","8 ","5 ","5 ","4 ","2 ","2 ","3 ","1 ","0 n","0 n",": ",": "
"772","I_B3_12,F_I3_4,PC_IND,ES","12 ","12 ","12 ","12 ","11 ","11 ","10 ","9 ","8 ","8 ","5 ","4 ","2 ","3 ",": ",": "
"773","I_B3_12,F_I3_4,PC_IND,EU15","9 ","11 ","11 ","10 ","10 ","11 ","10 ","11 ","10 ","10 ","9 ","8 ","8 ","8 ",": ",": "
"774","I_B3_12,F_I3_4,PC_IND,EU25",": ",": ",": ",": ",": ",": ",": ","10 ","9 ","9 ","8 ","7 ","7 ","6 ",": ",": "
"775","I_B3_12,F_I3_4,PC_IND,EU27","10 ","11 ","11 ","10 ","10 ","10 ","9 ","10 ","8 ","9 ","7 ","6 ","7 ","6 ",": ",": "
"776","I_B3_12,F_I3_4,PC_IND,EU28","10 ","11 ","11 ","10 ","10 ","10 ","9 ","10 ","8 ","8 ","7 ",": ",": ",": ",": ",": "
"777","I_B3_12,F_I3_4,PC_IND,FI","14 ","22 ","25 ","12 ","14 ","16 ","15 ","19 ","14 ","17 ","18 ","14 ","16 ","9 ",": ",": "
"778","I_B3_12,F_I3_4,PC_IND,FR","11 ","16 ","18 ","15 ","17 ","17 ","15 ","16 ","12 ","13 ","10 ",": u",": ",": ",": ",": "
"779","I_B3_12,F_I3_4,PC_IND,HR","11 ","8 ","5 ","5 ","8 ","8 ","7 ","5 ","6 ","2 ","4 ",": ",": ",": ",": ",": "
"780","I_B3_12,F_I3_4,PC_IND,HU","13 ","13 ","12 ","10 ","12 ","10 ","10 ","8 ","8 ","7 ","5 ","2 ","3 ","1 ",": ",": "
"781","I_B3_12,F_I3_4,PC_IND,IE","8 ","20 ","9 ","9 ","11 ","13 ","11 ","10 ","9 ","7 ","10 ","7 ","6 ","3 ",": ",": "
"782","I_B3_12,F_I3_4,PC_IND,IS","20 ",": ",": ","19 ","26 ","21 ","18 ","15 ","20 ","15 ","22 ","15 ","14 ","11 ",": ",": "
"783","I_B3_12,F_I3_4,PC_IND,IT","11 ","11 ","9 ","9 ","7 ","7 ","6 ","6 ","5 ","4 ","3 ","3 ","2 ",": ",": ",": "
"784","I_B3_12,F_I3_4,PC_IND,LT","6 ","8 ","7 ","6 ","5 ","4 ","4 ","3 ","1 ","1 ","1 ","1 ","0 n","0 n",": ",": "
"785","I_B3_12,F_I3_4,PC_IND,LU","12 ","8 ","12 ","15 ","12 ","11 ","15 ","13 ","12 ","19 ","13 ","9 ","9 ","8 ",": ",": "
"786","I_B3_12,F_I3_4,PC_IND,LV","10 ","12 b","9 ","8 ","9 ","7 ","8 ","6 ","9 ","5 ","5 ","2 ","1 ",": u",": ",": "
"787","I_B3_12,F_I3_4,PC_IND,ME","3 ",": ",": ",": ",": ","2 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"788","I_B3_12,F_I3_4,PC_IND,MK","5 ","4 ","4 ","1 ","2 ","1 ",": ",": u",": u",": u",": ","0 ",": ",": u",": ",": "
"789","I_B3_12,F_I3_4,PC_IND,MT","12 ","8 ","6 ","9 ","8 ","12 ","15 ","9 ","17 ","13 ","12 ","6 ","7 ",": ",": ",": "
"790","I_B3_12,F_I3_4,PC_IND,NL","12 ","12 ","15 ","12 ","14 ","15 ","16 ","17 ","15 ","16 ","13 ","11 ","13 ",": ",": ",": "
"791","I_B3_12,F_I3_4,PC_IND,NO","18 ","13 ","14 ","16 ","17 ","15 ","16 ","15 ","17 ","14 ","19 ","14 ","20 ","10 ",": ",": "
"792","I_B3_12,F_I3_4,PC_IND,PL","11 ","10 ","10 ","8 ","7 ","8 ","9 ","7 ","4 ","4 ","3 ","2 ","1 ","1 ",": ",": "
"793","I_B3_12,F_I3_4,PC_IND,PT","14 ","14 ","13 ","13 ","16 ","16 ","14 ","10 ","9 ","6 ","7 ","5 ",": u",": u",": ",": "
"794","I_B3_12,F_I3_4,PC_IND,RO","5 ","4 ","3 ","4 b","4 ","2 ","2 ","1 ","0 n","1 ","0 n","0 n",": ",": ",": ",": "
"795","I_B3_12,F_I3_4,PC_IND,RS","14 ",": ","9 ",": ",": ",": ",": ",": ","2 ",": ","1 ",": ",": ",": ",": ",": "
"796","I_B3_12,F_I3_4,PC_IND,SE","13 ","10 b","14 ","16 ","17 ","16 ","16 ","16 ","18 ","13 ","14 ","12 ","12 ","8 ",": ",": "
"797","I_B3_12,F_I3_4,PC_IND,SI","11 ","9 ","9 ","10 ","11 ","13 ","10 ","8 ","8 ","5 ","5 ","4 ",": u",": u",": ",": "
"798","I_B3_12,F_I3_4,PC_IND,SK","13 ","15 ","15 ","14 ","12 ","13 ","13 ","14 ","12 ","8 ","5 ","4 ","3 ","3 ",": ",": "
"799","I_B3_12,F_I3_4,PC_IND,TR","10 ","7 ","7 ","7 ","5 ","4 ",": ","2 ","1 ","2 ","1 ",": ","0 n","0 n",": ",": "
"800","I_B3_12,F_I3_4,PC_IND,UK","6 ","6 ","8 ","5 ","7 ","10 ","8 ","9 ","9 ","11 ","10 ","8 ","10 ","10 ",": ",": "
"801","I_B3_12,F_I3_4,PC_IND_ILT12,AT","11 ","14 ","14 ","11 ","10 ","11 ","12 ","15 ","13 ","13 ","12 ","13 ","12 ","12 ",": ",": "
"802","I_B3_12,F_I3_4,PC_IND_ILT12,BE","13 ","14 ","13 ","16 ","15 ","15 ","15 ","14 ","15 ","8 ","9 ","7 ","7 ",": ",": ",": "
"803","I_B3_12,F_I3_4,PC_IND_ILT12,BG","10 ","8 ","11 ","10 ","7 ","5 ","4 ","3 ","1 ","1 ","2 ","2 ",": ","0 n",": ",": "
"804","I_B3_12,F_I3_4,PC_IND_ILT12,CH","5 b",": ",": ","7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"805","I_B3_12,F_I3_4,PC_IND_ILT12,CY","8 ","10 ","6 ","5 ","7 ","5 ","6 ","5 ","6 ","2 ","4 ","3 ","2 ","1 ",": ",": "
"806","I_B3_12,F_I3_4,PC_IND_ILT12,CZ","24 ","24 b","22 ","22 ","19 ","20 ","18 ","18 ","15 ","14 ","14 ","10 ","5 ","4 ",": ",": "
"807","I_B3_12,F_I3_4,PC_IND_ILT12,DE","8 ","10 ","10 ","10 ","10 ","12 ","11 ","14 ","13 ","14 ","14 ","15 ","16 ","15 ",": ",": "
"808","I_B3_12,F_I3_4,PC_IND_ILT12,DK","11 b","10 ",": u","13 ","13 ","15 ","16 ","17 ","19 ","14 ","15 ","29 ","24 ","26 ",": ",": "
"809","I_B3_12,F_I3_4,PC_IND_ILT12,EA","11 ","13 ","13 ","12 ","13 ","13 ","13 ","14 ","13 ","13 ","12 ","12 ","12 ",": ",": ",": "
"810","I_B3_12,F_I3_4,PC_IND_ILT12,EE","13 ","13 ","16 ","13 b","7 ","8 ","7 ","5 ","5 ","5 ",": u","3 ",": u","4 ",": ",": "
"811","I_B3_12,F_I3_4,PC_IND_ILT12,EL","7 ","12 ","10 ","8 ","11 ","7 ","7 ","8 ","4 ","5 ","6 ","2 ","1 ","1 ",": ",": "
"812","I_B3_12,F_I3_4,PC_IND_ILT12,ES","12 ","13 ","13 ","13 ","12 ","13 ","11 ","11 ","11 ","11 ","8 ","7 ","4 ","5 ",": ",": "
